Ciudad,Fecha_dia,PM10,PM25,NO2,O3,PM10_outlier,PM25_outlier,NO2_outlier,O3_outlier
Badajoz,2022-01-11,,,9.4,6.1,False,False,False,False
Badajoz,2022-01-31,,,49.0,6.1,False,False,False,False
Badajoz,2022-02-22,,,29.5,6.1,False,False,False,False
Badajoz,2022-05-14,,,10.0,33.05,False,False,False,False
Badajoz,2022-06-07,,,9.366666666666667,60.0,False,False,False,False
Badajoz,2022-07-07,,,8.733333333333333,89.0,False,False,False,False
Badajoz,2022-07-17,,,8.1,79.33333333333333,False,False,False,False
Badajoz,2022-09-04,,,5.6,69.66666666666667,False,False,False,False
Badajoz,2022-10-18,,,7.949999999999999,60.0,False,False,False,False
Badajoz,2022-11-09,,,10.3,40.0,False,False,False,False
Badajoz,2022-12-16,,,12.65,52.0,False,False,False,False
Badajoz,2023-02-16,,,15.0,51.5,False,False,False,False
Badajoz,2023-02-18,,,13.0,51.0,False,False,False,False
Badajoz,2023-03-06,,,11.0,46.75,False,False,False,False
Badajoz,2023-03-10,,,27.0,42.5,False,False,False,False
Badajoz,2023-04-11,,,8.7,38.25,False,False,False,False
Badajoz,2023-04-16,,,8.25,34.0,False,False,False,False
Badajoz,2023-04-29,,,7.8,48.0,False,False,False,False
Badajoz,2023-06-05,,,7.95,62.0,False,False,False,False
Badajoz,2023-06-20,,,8.1,76.0,False,False,False,False
Badajoz,2023-06-24,,,8.25,43.0,False,False,False,False
Badajoz,2023-07-07,,,8.4,77.0,False,False,False,False
Badajoz,2023-07-09,,,8.55,65.0,False,False,False,False
Badajoz,2023-07-15,,,8.7,60.0,False,False,False,False
Badajoz,2023-07-21,,,8.85,58.0,False,False,False,False
Badajoz,2023-07-31,,,9.0,65.0,False,False,False,False
Badajoz,2023-08-16,,,9.0,72.0,False,False,False,False
Badajoz,2024-01-15,,,9.0,49.8,False,False,False,False
Badajoz,2024-01-20,,,27.0,27.6,False,False,False,False
Badajoz,2024-02-19,,,24.875,5.4,False,False,False,False
Badajoz,2024-03-04,,,22.75,18.700000000000003,False,False,False,False
Badajoz,2024-03-05,,,20.625,32.0,False,False,False,False
Badajoz,2024-03-06,,,18.5,15.0,False,False,False,False
Badajoz,2024-03-09,,,16.375,69.0,False,False,False,False
Badajoz,2024-03-25,,,14.25,74.0,False,False,False,False
Badajoz,2024-04-02,,,12.125,7.4,False,False,False,False
Badajoz,2024-05-07,,,10.0,7.4,False,False,False,False
Badajoz,2024-08-10,,,21.0,7.4,False,False,False,False
Badajoz,2024-09-10,,,5.4,7.4,False,False,False,False
Badajoz,2024-09-22,,,11.0,7.4,False,False,False,False
Badajoz,2024-09-28,,,5.5,7.4,False,False,False,False
Barcelona,2022-01-01,40.5,5.69,31.0,58.0,False,False,False,False
Barcelona,2022-01-03,40.5,5.69,43.5,58.0,False,False,False,False
Barcelona,2022-01-07,40.5,5.69,29.0,57.75,False,False,False,False
Barcelona,2022-01-09,40.5,5.69,12.0,57.625,False,False,False,False
Barcelona,2022-01-10,40.5,5.69,41.0,57.5,False,False,False,False
Barcelona,2022-01-17,40.5,5.69,32.0,57.25,False,False,False,False
Barcelona,2022-01-20,40.5,5.69,25.0,57.125,False,False,False,False
Barcelona,2022-01-22,34.25,5.69,18.0,57.0,False,False,False,False
Barcelona,2022-01-23,28.0,5.69,11.0,29.75,False,False,False,False
Barcelona,2022-01-26,18.0,5.69,40.888888888888886,13.0,False,False,False,False
Barcelona,2022-01-30,14.666666666666666,5.69,25.33333333333333,50.0,False,False,False,False
Barcelona,2022-02-01,11.333333333333332,5.69,31.722222222222218,87.0,False,False,False,False
Barcelona,2022-02-02,8.0,5.69,38.11111111111111,85.60526315789474,False,False,False,False
Barcelona,2022-02-03,8.375,5.69,44.5,84.21052631578948,False,False,False,False
Barcelona,2022-02-05,8.75,5.69,28.0,82.8157894736842,False,False,False,False
Barcelona,2022-02-06,9.125,5.69,35.0,81.42105263157895,False,False,False,False
Barcelona,2022-02-07,9.5,5.69,34.0,80.02631578947368,False,False,False,False
Barcelona,2022-02-09,9.875,5.69,28.0,78.63157894736842,False,False,False,False
Barcelona,2022-02-11,10.25,5.69,38.0,77.23684210526316,False,False,False,False
Barcelona,2022-02-12,10.625,5.69,38.0,75.84210526315789,False,False,False,False
Barcelona,2022-02-13,11.0,5.69,9.0,74.44736842105263,False,False,False,False
Barcelona,2022-02-14,11.375,5.69,4.0,73.05263157894737,False,False,False,False
Barcelona,2022-02-16,11.75,5.69,35.0,71.65789473684211,False,False,False,False
Barcelona,2022-02-17,12.125,5.69,23.0,70.26315789473685,False,False,False,False
Barcelona,2022-02-18,12.5,5.69,22.0,68.86842105263158,False,False,False,False
Barcelona,2022-02-19,12.875,5.69,7.0,67.47368421052632,False,False,False,False
Barcelona,2022-02-20,13.25,5.69,12.0,66.07894736842105,False,False,False,False
Barcelona,2022-02-24,13.625,5.69,13.5,64.6842105263158,False,False,False,False
Barcelona,2022-02-26,14.0,5.69,15.0,63.28947368421053,False,False,False,False
Barcelona,2022-02-27,14.375,5.69,27.0,61.89473684210526,False,False,False,False
Barcelona,2022-02-28,14.75,5.69,18.0,60.5,False,False,False,False
Barcelona,2022-03-01,15.125,5.69,9.0,62.25,False,False,False,False
Barcelona,2022-03-03,15.875,5.69,12.0,65.75,False,False,False,False
Barcelona,2022-03-04,16.25,5.69,13.5,67.5,False,False,False,False
Barcelona,2022-03-05,16.625,5.69,15.0,69.25,False,False,False,False
Barcelona,2022-03-06,17.0,5.69,25.5,71.0,False,False,False,False
Barcelona,2022-03-10,18.255555555555556,5.69,37.0,72.75,False,False,False,False
Barcelona,2022-03-13,19.511111111111113,5.69,48.0,74.5,False,False,False,False
Barcelona,2022-03-16,20.766666666666666,5.69,21.0,76.25,False,False,False,False
Barcelona,2022-03-17,22.022222222222222,5.69,18.25,78.0,False,False,False,False
Barcelona,2022-03-18,23.27777777777778,5.69,15.5,78.0,False,False,False,False
Barcelona,2022-03-19,24.53333333333333,5.69,12.0,89.33333333333333,False,False,False,False
Barcelona,2022-03-21,25.788888888888888,5.69,11.333333333333334,100.66666666666667,False,False,False,False
Barcelona,2022-03-24,27.044444444444444,5.69,10.666666666666666,112.0,False,False,False,False
Barcelona,2022-03-26,28.3,5.69,10.0,98.5,False,False,False,False
Barcelona,2022-03-29,21.15,5.69,17.5,85.0,False,False,False,False
Barcelona,2022-03-31,14.0,5.69,25.0,86.375,False,False,False,False
Barcelona,2022-04-02,14.727272727272727,5.69,5.0,87.75,False,False,False,False
Barcelona,2022-04-04,15.454545454545455,5.69,32.0,89.125,False,False,False,False
Barcelona,2022-04-05,16.18181818181818,5.69,5.0,90.5,False,False,False,False
Barcelona,2022-04-06,16.90909090909091,5.69,12.0,91.875,False,False,False,False
Barcelona,2022-04-11,18.363636363636363,5.69,8.0,94.625,False,False,False,False
Barcelona,2022-04-14,19.09090909090909,5.69,14.5,96.0,False,False,False,False
Barcelona,2022-04-15,19.81818181818182,5.69,21.0,72.5,False,False,False,False
Barcelona,2022-04-17,20.545454545454547,5.69,16.5,49.0,False,False,False,False
Barcelona,2022-04-18,21.272727272727273,5.69,12.0,62.666666666666664,False,False,False,False
Barcelona,2022-04-19,22.0,5.69,25.0,76.33333333333333,False,False,False,False
Barcelona,2022-04-20,17.0,5.69,25.5,90.0,False,False,False,False
Barcelona,2022-04-21,12.0,5.69,36.0,52.0,False,False,False,False
Barcelona,2022-04-24,7.0,5.69,46.5,57.0,False,False,False,False
Barcelona,2022-04-27,17.7,5.69,45.75,67.0,False,False,False,False
Barcelona,2022-04-29,27.0,5.69,34.5,72.0,False,False,False,False
Barcelona,2022-04-30,28.083333333333332,5.69,23.25,94.0,False,False,False,False
Barcelona,2022-05-01,29.166666666666668,5.69,12.0,91.83333333333333,False,False,False,False
Barcelona,2022-05-02,30.25,5.69,30.0,89.66666666666667,False,False,False,False
Barcelona,2022-05-03,31.333333333333332,5.69,30.5,87.5,False,False,False,False
Barcelona,2022-05-05,32.416666666666664,5.69,31.0,85.33333333333333,False,False,False,False
Barcelona,2022-05-06,33.5,5.69,31.5,83.16666666666667,False,False,False,False
Barcelona,2022-05-07,34.583333333333336,5.69,7.0,81.0,False,False,False,False
Barcelona,2022-05-08,35.666666666666664,5.69,13.0,89.33333333333333,False,False,False,False
Barcelona,2022-05-09,36.75,5.69,12.0,97.66666666666667,False,False,False,False
Barcelona,2022-05-11,37.83333333333333,5.69,16.5,106.0,False,False,False,False
Barcelona,2022-05-12,38.916666666666664,5.69,21.0,69.0,False,False,False,False
Barcelona,2022-05-14,40.0,5.69,40.0,32.0,False,False,False,False
Barcelona,2022-05-19,44.333333333333336,5.69,25.0,37.5,False,False,False,False
Barcelona,2022-05-30,42.8,5.69,19.0,103.0,False,False,False,False
Barcelona,2022-05-31,39.4,5.69,17.0,74.25,False,False,False,False
Barcelona,2022-06-05,36.0,5.69,16.5,45.5,False,False,False,False
Barcelona,2022-06-06,32.6,5.69,16.0,80.0,False,False,False,False
Barcelona,2022-06-07,29.2,5.69,15.5,81.5,False,False,False,False
Barcelona,2022-06-09,25.8,5.69,30.0,83.0,False,False,False,False
Barcelona,2022-06-10,22.400000000000002,5.69,8.0,79.4,False,False,False,False
Barcelona,2022-06-11,19.0,5.69,19.0,75.8,False,False,False,False
Barcelona,2022-06-14,19.8,5.69,48.0,68.6,False,False,False,False
Barcelona,2022-06-16,20.6,5.69,38.0,61.4,False,False,False,False
Barcelona,2022-06-18,21.0,5.69,2.0,57.8,False,False,False,False
Barcelona,2022-06-19,21.4,5.69,8.0,54.2,False,False,False,False
Barcelona,2022-06-20,21.8,5.69,29.0,50.6,False,False,False,False
Barcelona,2022-06-22,22.2,5.69,30.75,47.0,False,False,False,False
Barcelona,2022-06-23,22.6,5.69,32.5,62.0,False,False,False,False
Barcelona,2022-06-24,23.0,5.69,25.0,50.0,False,False,False,False
Barcelona,2022-06-27,23.4,5.69,27.0,38.0,False,False,False,False
Barcelona,2022-06-28,23.8,5.69,29.0,39.5,False,False,False,False
Barcelona,2022-06-29,24.2,5.69,20.0,41.0,False,False,False,False
Barcelona,2022-06-30,24.6,5.69,9.0,42.5,False,False,False,False
Barcelona,2022-07-03,25.0,5.69,3.0,44.0,False,False,False,False
Barcelona,2022-07-05,25.4,5.69,23.0,51.5,False,False,False,False
Barcelona,2022-07-07,25.8,5.69,15.0,59.0,False,False,False,False
Barcelona,2022-07-08,26.2,5.69,20.0,106.0,False,False,False,False
Barcelona,2022-07-09,26.6,5.69,13.5,94.42857142857143,False,False,False,False
Barcelona,2022-07-10,27.0,5.69,16.25,82.85714285714286,False,False,False,False
Barcelona,2022-07-12,25.0,5.69,19.0,71.28571428571428,False,False,False,False
Barcelona,2022-07-13,27.0,5.69,46.0,59.714285714285715,False,False,False,False
Barcelona,2022-07-14,29.0,5.69,38.0,48.142857142857146,False,False,False,False
Barcelona,2022-07-17,33.0,5.69,42.0,25.0,False,False,False,False
Barcelona,2022-07-19,35.0,5.69,27.0,52.0,False,False,False,False
Barcelona,2022-07-20,37.0,5.69,12.0,32.0,False,False,False,False
Barcelona,2022-07-21,37.0,5.69,13.333333333333334,90.0,False,False,False,False
Barcelona,2022-07-22,37.0,5.69,14.666666666666666,21.0,False,False,False,False
Barcelona,2022-07-24,37.0,5.69,16.0,25.733333333333334,False,False,False,False
Barcelona,2022-07-25,37.0,5.69,41.0,30.46666666666667,False,False,False,False
Barcelona,2022-07-26,33.0,5.69,30.0,35.2,False,False,False,False
Barcelona,2022-08-01,29.0,5.69,23.0,39.93333333333334,False,False,False,False
Barcelona,2022-08-06,25.0,5.69,27.5,44.66666666666667,False,False,False,False
Barcelona,2022-08-07,21.0,5.69,32.0,49.4,False,False,False,False
Barcelona,2022-08-08,17.0,5.69,42.0,54.13333333333333,False,False,False,False
Barcelona,2022-08-10,13.0,5.69,18.0,58.86666666666667,False,False,False,False
Barcelona,2022-08-11,34.22,5.69,5.0,63.6,False,False,False,False
Barcelona,2022-08-12,27.11,5.69,10.0,68.33333333333334,False,False,False,False
Barcelona,2022-08-14,20.0,5.69,9.0,73.06666666666666,False,False,False,False
Barcelona,2022-08-17,20.285714285714285,5.69,8.0,77.8,False,False,False,False
Barcelona,2022-08-18,20.571428571428573,5.69,14.0,82.53333333333333,False,False,False,False
Barcelona,2022-08-19,20.857142857142858,5.69,22.0,87.26666666666667,False,False,False,False
Barcelona,2022-08-21,21.142857142857142,5.69,17.25,92.0,False,False,False,False
Barcelona,2022-08-22,21.428571428571427,5.69,12.5,82.66666666666667,False,False,False,False
Barcelona,2022-08-23,21.714285714285715,5.69,4.0,73.33333333333333,False,False,False,False
Barcelona,2022-08-26,22.0,5.69,10.0,64.0,False,False,False,False
Barcelona,2022-08-27,22.285714285714285,5.69,16.0,54.0,False,False,False,False
Barcelona,2022-08-28,22.57142857142857,5.69,22.0,57.333333333333336,False,False,False,False
Barcelona,2022-08-30,22.857142857142858,5.69,6.0,60.666666666666664,False,False,False,False
Barcelona,2022-08-31,23.142857142857142,5.69,6.75,64.0,False,False,False,False
Barcelona,2022-09-01,23.428571428571427,5.69,7.5,84.0,False,False,False,False
Barcelona,2022-09-02,23.714285714285715,5.69,11.75,104.0,False,False,False,False
Barcelona,2022-09-03,24.0,5.69,16.0,62.0,False,False,False,False
Barcelona,2022-09-06,24.285714285714285,5.69,14.5,20.0,False,False,False,False
Barcelona,2022-09-08,24.57142857142857,5.69,14.0,31.0,False,False,False,False
Barcelona,2022-09-10,24.857142857142858,5.69,19.0,42.0,False,False,False,False
Barcelona,2022-09-11,25.142857142857142,5.69,27.833333333333336,88.0,False,False,False,False
Barcelona,2022-09-13,25.428571428571427,5.69,36.66666666666667,49.0,False,False,False,False
Barcelona,2022-09-14,25.714285714285715,5.69,45.5,27.0,False,False,False,False
Barcelona,2022-09-15,26.0,5.69,27.75,32.875,False,False,False,False
Barcelona,2022-09-16,24.4,5.69,10.0,38.75,False,False,False,False
Barcelona,2022-09-17,22.8,5.69,6.0,44.625,False,False,False,False
Barcelona,2022-09-19,21.2,5.69,7.5,50.5,False,False,False,False
Barcelona,2022-09-22,19.6,5.69,9.0,56.375,False,False,False,False
Barcelona,2022-09-23,18.0,6.6425,35.5,62.25,False,False,False,False
Barcelona,2022-09-26,18.214285714285715,7.595000000000001,43.0,68.125,False,False,False,False
Barcelona,2022-09-28,18.428571428571427,8.5475,31.0,74.0,False,False,False,False
Barcelona,2022-09-29,18.642857142857142,9.5,19.0,67.0,False,False,False,False
Barcelona,2022-10-01,18.857142857142858,9.435897435897436,7.0,60.0,False,False,False,False
Barcelona,2022-10-02,19.071428571428573,9.371794871794872,11.0,59.75,False,False,False,False
Barcelona,2022-10-04,19.285714285714285,9.307692307692308,41.0,59.5,False,False,False,False
Barcelona,2022-10-07,19.714285714285715,9.179487179487179,32.0,59.0,False,False,False,False
Barcelona,2022-10-08,19.928571428571427,9.115384615384615,6.0,47.0,False,False,False,False
Barcelona,2022-10-09,20.142857142857142,9.051282051282051,10.5,35.0,False,False,False,False
Barcelona,2022-10-12,20.357142857142858,8.987179487179487,15.0,32.333333333333336,False,False,False,False
Barcelona,2022-10-14,20.57142857142857,8.923076923076923,46.5,29.666666666666668,False,False,False,False
Barcelona,2022-10-15,20.785714285714285,8.85897435897436,53.0,27.0,False,False,False,False
Barcelona,2022-10-16,21.0,8.794871794871796,8.0,24.333333333333336,False,False,False,False
Barcelona,2022-10-18,28.75,8.73076923076923,13.0,21.666666666666668,False,False,False,False
Barcelona,2022-10-19,36.5,8.666666666666666,14.666666666666666,19.0,False,False,False,False
Barcelona,2022-10-20,44.25,8.602564102564102,16.333333333333332,24.666666666666668,False,False,False,False
Barcelona,2022-10-22,18.0,8.474358974358974,18.5,54.44444444444444,False,False,False,False
Barcelona,2022-10-25,26.8,8.41025641025641,19.0,69.33333333333333,False,False,False,False
Barcelona,2022-10-27,44.400000000000006,8.282051282051283,43.0,99.11111111111111,False,False,False,False
Barcelona,2022-11-05,41.42857142857143,7.961538461538462,46.0,73.0,False,False,False,False
Barcelona,2022-11-10,27.714285714285715,7.833333333333334,9.0,73.8,False,False,False,False
Barcelona,2022-11-14,20.85714285714286,7.769230769230769,31.0,74.2,False,False,False,False
Barcelona,2022-11-16,14.0,7.705128205128205,7.0,74.6,False,False,False,False
Barcelona,2022-11-19,14.333333333333334,7.641025641025641,54.0,75.0,False,False,False,False
Barcelona,2022-11-20,14.666666666666666,7.576923076923077,3.0,57.0,False,False,False,False
Barcelona,2022-11-21,15.0,7.512820512820513,17.0,39.0,False,False,False,False
Barcelona,2022-11-22,15.333333333333334,7.448717948717949,12.0,21.0,False,False,False,False
Barcelona,2022-11-23,15.666666666666666,7.384615384615385,23.888888888888886,3.0,False,False,False,False
Barcelona,2022-11-26,16.0,7.320512820512821,35.77777777777777,4.666666666666667,False,False,False,False
Barcelona,2022-11-30,17.1,7.256410256410256,47.66666666666666,6.333333333333334,False,False,False,False
Barcelona,2022-12-01,18.2,7.1923076923076925,29.33333333333333,8.0,False,False,False,False
Barcelona,2022-12-03,17.742857142857144,7.128205128205129,11.0,19.0,False,False,False,False
Barcelona,2022-12-05,17.285714285714285,7.064102564102564,9.25,13.666666666666668,False,False,False,False
Barcelona,2022-12-06,16.82857142857143,7.0,7.5,8.333333333333334,False,False,False,False
Barcelona,2022-12-07,16.37142857142857,7.015642458100559,5.75,3.0,False,False,False,False
Barcelona,2022-12-10,15.914285714285715,7.031284916201117,4.0,9.5,False,False,False,False
Barcelona,2022-12-11,15.457142857142857,7.046927374301676,4.0,16.0,False,False,False,False
Barcelona,2022-12-12,15.0,7.062569832402235,19.0,22.5,False,False,False,False
Barcelona,2022-12-16,15.05,7.078212290502793,19.0,29.0,False,False,False,False
Barcelona,2022-12-17,15.1,7.093854748603352,19.0,17.0,False,False,False,False
Barcelona,2022-12-18,15.15,7.10949720670391,35.0,24.0,False,False,False,False
Barcelona,2022-12-19,15.2,7.125139664804469,31.0,31.0,False,False,False,False
Barcelona,2022-12-23,15.3,7.156424581005586,19.0,45.0,False,False,False,False
Barcelona,2022-12-25,15.35,7.172067039106145,23.5,72.0,False,False,False,False
Barcelona,2022-12-26,15.4,7.187709497206704,28.0,41.0,False,False,False,False
Barcelona,2022-12-28,15.45,7.203351955307262,32.5,55.0,False,False,False,False
Barcelona,2022-12-29,15.5,7.218994413407821,37.0,28.0,False,False,False,False
Barcelona,2023-01-01,15.55,7.23463687150838,39.0,1.0,False,False,False,False
Barcelona,2023-01-02,15.6,7.250279329608938,41.0,10.0,False,False,False,False
Barcelona,2023-01-04,15.65,7.265921787709497,32.5,19.0,False,False,False,False
Barcelona,2023-01-06,15.7,7.281564245810056,24.0,41.0,False,False,False,False
Barcelona,2023-01-08,15.75,7.297206703910614,26.0,63.0,False,False,False,False
Barcelona,2023-01-09,15.8,7.312849162011173,5.0,65.25,False,False,False,False
Barcelona,2023-01-10,15.85,7.328491620111731,38.0,67.5,False,False,False,False
Barcelona,2023-01-12,15.9,7.34413407821229,10.0,69.75,False,False,False,False
Barcelona,2023-01-19,15.95,7.359776536312849,11.25,72.0,False,False,False,False
Barcelona,2023-01-21,16.0,7.375418994413407,12.5,62.0,False,False,False,False
Barcelona,2023-01-23,17.0,7.391061452513966,51.0,52.0,False,False,False,False
Barcelona,2023-01-27,18.0,7.406703910614525,33.0,42.0,False,False,False,False
Barcelona,2023-01-30,19.0,7.4223463687150835,17.0,37.75,False,False,False,False
Barcelona,2023-02-02,20.0,7.437988826815642,16.0,33.5,False,False,False,False
Barcelona,2023-02-03,21.0,7.453631284916201,44.5,29.25,False,False,False,False
Barcelona,2023-02-04,22.0,7.4692737430167595,39.25,25.0,False,False,False,False
Barcelona,2023-02-09,23.0,7.4849162011173185,34.0,30.0,False,False,False,False
Barcelona,2023-02-11,23.625,7.500558659217877,49.0,35.0,False,False,False,False
Barcelona,2023-02-21,26.125,7.563128491620112,44.0,10.5,False,False,False,False
Barcelona,2023-02-22,26.75,7.578770949720671,31.0,13.6,False,False,False,False
Barcelona,2023-02-26,27.375,7.594413407821229,11.0,16.7,False,False,False,False
Barcelona,2023-02-28,28.0,7.610055865921788,6.0,19.8,False,False,False,False
Barcelona,2023-03-05,28.625,7.625698324022347,20.0,22.9,False,False,False,False
Barcelona,2023-03-06,29.25,7.641340782122905,32.0,26.0,False,False,False,False
Barcelona,2023-03-07,29.875,7.656983240223464,44.0,47.66666666666667,False,False,False,False
Barcelona,2023-03-09,30.5,7.672625698324023,9.5,69.33333333333334,False,False,False,False
Barcelona,2023-03-10,31.125,7.688268156424581,7.25,91.0,False,False,False,False
Barcelona,2023-03-11,31.75,7.70391061452514,5.0,78.0,False,False,False,False
Barcelona,2023-03-13,32.375,7.719553072625699,6.5,65.0,False,False,False,False
Barcelona,2023-03-15,33.0,7.735195530726257,8.0,59.0,False,False,False,False
Barcelona,2023-03-16,33.625,7.750837988826816,13.666666666666668,53.0,False,False,False,False
Barcelona,2023-03-19,34.25,7.766480446927374,19.333333333333336,47.0,False,False,False,False
Barcelona,2023-03-21,34.875,7.782122905027933,25.0,54.166666666666664,False,False,False,False
Barcelona,2023-03-22,35.5,7.797765363128492,14.0,61.333333333333336,False,False,False,False
Barcelona,2023-03-26,36.125,7.81340782122905,9.0,68.5,False,False,False,False
Barcelona,2023-03-29,36.75,7.829050279329609,15.0,62.416666666666664,False,False,False,False
Barcelona,2023-03-31,37.375,7.844692737430168,46.0,56.333333333333336,False,False,False,False
Barcelona,2023-04-01,38.0,7.860335195530726,30.0,50.25,False,False,False,False
Barcelona,2023-04-02,28.0,7.875977653631285,14.0,44.16666666666667,False,False,False,False
Barcelona,2023-04-04,18.0,7.891620111731843,18.666666666666668,38.083333333333336,False,False,False,False
Barcelona,2023-04-06,19.8,7.907262569832402,23.333333333333336,32.0,False,False,False,False
Barcelona,2023-04-07,21.6,7.922905027932961,28.0,39.75,False,False,False,False
Barcelona,2023-04-09,23.4,7.938547486033519,23.0,47.5,False,False,False,False
Barcelona,2023-04-12,25.2,7.954189944134078,12.0,55.25,False,False,False,False
Barcelona,2023-04-13,27.0,7.969832402234637,3.0,63.0,False,False,False,False
Barcelona,2023-04-14,28.8,7.985474860335195,4.0,74.0,False,False,False,False
Barcelona,2023-04-15,30.6,8.001117318435753,5.0,83.0,False,False,False,False
Barcelona,2023-04-17,32.4,8.016759776536313,14.0,75.5,False,False,False,False
Barcelona,2023-04-20,34.2,8.032402234636871,12.0,68.0,False,False,False,False
Barcelona,2023-04-21,36.0,8.048044692737431,11.166666666666666,86.0,False,False,False,False
Barcelona,2023-04-22,27.333333333333336,8.063687150837989,10.333333333333334,104.0,False,False,False,False
Barcelona,2023-04-23,18.666666666666668,8.079329608938547,9.5,98.0,False,False,False,False
Barcelona,2023-04-24,10.0,8.094972067039105,9.333333333333334,67.5,False,False,False,False
Barcelona,2023-04-25,12.0,8.110614525139665,9.166666666666666,37.0,False,False,False,False
Barcelona,2023-04-27,14.0,8.126256983240223,9.0,31.0,False,False,False,False
Barcelona,2023-04-28,13.91304347826087,8.141899441340781,25.33333333333333,37.666666666666664,False,False,False,False
Barcelona,2023-04-29,13.826086956521738,8.157541899441341,51.0,44.333333333333336,False,False,False,False
Barcelona,2023-04-30,13.73913043478261,8.1731843575419,35.5,51.0,False,False,False,False
Barcelona,2023-05-01,13.652173913043478,8.188826815642457,20.0,50.166666666666664,False,False,False,False
Barcelona,2023-05-02,13.565217391304348,8.204469273743017,4.5,49.333333333333336,False,False,False,False
Barcelona,2023-05-04,13.478260869565217,8.220111731843575,22.75,48.5,False,False,False,False
Barcelona,2023-05-05,13.391304347826086,8.235754189944133,41.0,68.0,False,False,False,False
Barcelona,2023-05-06,13.304347826086957,8.251396648044693,51.0,81.5,False,False,False,False
Barcelona,2023-05-11,13.217391304347826,8.267039106145251,15.0,95.0,False,False,False,False
Barcelona,2023-05-12,13.130434782608695,8.28268156424581,14.0,108.5,False,False,False,False
Barcelona,2023-05-15,13.043478260869565,8.29832402234637,13.0,122.0,False,False,False,False
Barcelona,2023-05-16,12.956521739130435,8.313966480446927,31.0,108.16666666666667,False,False,False,False
Barcelona,2023-05-17,12.869565217391305,8.329608938547485,20.5,94.33333333333333,False,False,False,False
Barcelona,2023-05-18,12.782608695652174,8.345251396648045,25.0,80.5,False,False,False,False
Barcelona,2023-05-19,12.695652173913043,8.360893854748603,38.0,66.66666666666666,False,False,False,False
Barcelona,2023-05-21,12.608695652173914,8.376536312849161,46.0,52.83333333333333,False,False,False,False
Barcelona,2023-05-22,12.521739130434783,8.39217877094972,38.0,39.0,False,False,False,False
Barcelona,2023-05-23,12.434782608695652,8.40782122905028,30.0,54.5,False,False,False,False
Barcelona,2023-05-25,12.347826086956522,8.423463687150837,22.0,54.333333333333336,False,False,False,False
Barcelona,2023-05-26,12.26086956521739,8.439106145251397,15.5,54.166666666666664,False,False,False,False
Barcelona,2023-05-28,12.173913043478262,8.454748603351955,13.5,54.0,False,False,False,False
Barcelona,2023-05-30,12.08695652173913,8.470391061452514,11.5,72.33333333333333,False,False,False,False
Barcelona,2023-05-31,12.0,8.486033519553072,22.666666666666664,90.66666666666666,False,False,False,False
Barcelona,2023-06-05,12.285714285714286,8.501675977653631,33.83333333333333,109.0,False,False,False,False
Barcelona,2023-06-06,12.571428571428571,8.51731843575419,45.0,93.5,False,False,False,False
Barcelona,2023-06-08,12.857142857142858,8.532960893854748,30.0,78.0,False,False,False,False
Barcelona,2023-06-09,13.142857142857142,8.548603351955308,15.0,51.5,False,False,False,False
Barcelona,2023-06-10,13.428571428571429,8.564245810055866,10.0,25.0,False,False,False,False
Barcelona,2023-06-12,13.714285714285714,8.579888268156424,5.0,55.5,False,False,False,False
Barcelona,2023-06-13,14.0,8.595530726256984,7.75,86.0,False,False,False,False
Barcelona,2023-06-15,14.285714285714285,8.611173184357542,10.5,87.0,False,False,False,False
Barcelona,2023-06-19,14.571428571428571,8.6268156424581,13.25,88.0,False,False,False,False
Barcelona,2023-06-20,14.857142857142858,8.64245810055866,16.0,78.0,False,False,False,False
Barcelona,2023-06-21,15.142857142857142,8.658100558659218,30.0,68.0,False,False,False,False
Barcelona,2023-06-28,15.428571428571429,8.673743016759776,20.0,71.0,False,False,False,False
Barcelona,2023-06-29,15.714285714285714,8.689385474860336,10.0,70.1,False,False,False,False
Barcelona,2023-06-30,16.0,8.705027932960894,9.0,69.2,False,False,False,False
Barcelona,2023-07-02,19.2,8.720670391061452,8.0,68.3,False,False,False,False
Barcelona,2023-07-04,22.4,8.736312849162012,19.0,67.4,False,False,False,False
Barcelona,2023-07-05,25.6,8.75195530726257,11.0,66.5,False,False,False,False
Barcelona,2023-07-08,28.8,8.767597765363128,3.0,58.875,False,False,False,False
Barcelona,2023-07-09,32.0,8.783240223463686,25.5,51.25,False,False,False,False
Barcelona,2023-07-10,31.4,8.798882681564246,20.0,43.625,False,False,False,False
Barcelona,2023-07-11,30.8,8.814525139664804,37.5,36.0,False,False,False,False
Barcelona,2023-07-14,30.2,8.830167597765364,9.0,40.5,False,False,False,False
Barcelona,2023-07-17,29.6,8.845810055865922,10.666666666666666,45.0,False,False,False,False
Barcelona,2023-07-19,29.0,8.86145251396648,12.333333333333334,49.5,False,False,False,False
Barcelona,2023-07-23,30.272727272727273,8.877094972067038,14.0,54.0,False,False,False,False
Barcelona,2023-07-25,31.545454545454547,8.892737430167598,9.0,58.5,False,False,False,False
Barcelona,2023-07-26,32.81818181818182,8.908379888268156,6.0,63.0,False,False,False,False
Barcelona,2023-07-27,34.09090909090909,8.924022346368714,17.5,67.5,False,False,False,False
Barcelona,2023-07-31,35.36363636363636,8.939664804469274,8.0,72.0,False,False,False,False
Barcelona,2023-08-01,36.63636363636364,8.955307262569832,25.0,76.5,False,False,False,False
