Ciudad,Fecha_dia,PM10,PM25,NO2,O3,PM10_outlier,PM25_outlier,NO2_outlier,O3_outlier,Año,Mes,Día,Día_semana,Semana_año,Estacion,PM10_cumsum,PM25_cumsum,NO2_cumsum,O3_cumsum,PM10_roll7,PM25_roll7,NO2_roll7,O3_roll7,PM10_lag1,PM25_lag1,NO2_lag1,O3_lag1,PM10_diff,PM25_diff,NO2_diff,O3_diff
Barcelona,2024-11-09,22.047619047619047,13.434782608695652,27.0,60.33333333333333,False,False,False,False,2024,11,9,5,45,Otoño,7763.762097157515,3212.866959972395,6827.875,19726.971572871575,18.557823129251698,13.032298136645961,23.857142857142858,73.61904761904762,21.142857142857142,13.330434782608695,20.0,65.0,0.9047619047619051,0.1043478260869577,7.0,-4.666666666666671
Barcelona,2024-11-12,22.952380952380953,13.539130434782608,4.0,55.666666666666664,False,False,False,False,2024,11,12,1,46,Otoño,7786.714478109896,3226.4060904071775,6831.875,19782.63823953824,19.72108843537415,13.166459627329191,22.285714285714285,69.71428571428571,22.047619047619047,13.434782608695652,27.0,60.33333333333333,0.9047619047619051,0.10434782608695592,-23.0,-4.666666666666664
Barcelona,2024-11-14,23.857142857142858,13.643478260869564,22.0,51.0,False,False,False,False,2024,11,14,3,46,Otoño,7810.571620967039,3240.049568668047,6853.875,19833.63823953824,20.8843537414966,13.30062111801242,23.142857142857142,65.28571428571429,22.952380952380953,13.539130434782608,4.0,55.666666666666664,0.9047619047619051,0.10434782608695592,18.0,-4.666666666666664
Barcelona,2024-11-15,24.761904761904763,13.747826086956522,21.0,2.0,False,False,False,False,2024,11,15,4,46,Otoño,7835.333525728944,3253.7973947550036,6874.875,19835.63823953824,22.047619047619047,13.434782608695652,22.285714285714285,54.0,23.857142857142858,13.643478260869564,22.0,51.0,0.9047619047619051,0.1043478260869577,-1.0,-49.0
Barcelona,2024-11-16,25.666666666666664,13.852173913043478,32.0,1.6666666666666667,False,False,False,False,2024,11,16,5,46,Otoño,7861.000192395611,3267.649568668047,6906.875,19837.304906204907,22.952380952380953,13.539130434782608,19.857142857142858,43.61904761904761,24.761904761904763,13.747826086956522,21.0,2.0,0.9047619047619015,0.10434782608695592,11.0,-0.33333333333333326
Barcelona,2024-11-17,26.57142857142857,13.956521739130435,28.0,1.3333333333333335,False,False,False,False,2024,11,17,6,46,Otoño,7887.571620967039,3281.6060904071774,6934.875,19838.63823953824,23.857142857142858,13.643478260869566,22.0,33.857142857142854,25.666666666666664,13.852173913043478,32.0,1.6666666666666667,0.9047619047619051,0.1043478260869577,-4.0,-0.33333333333333326
Barcelona,2024-11-19,27.476190476190474,14.060869565217391,30.6,1.0,False,False,False,False,2024,11,19,1,47,Otoño,7915.047811443229,3295.6669599723946,6965.475,19839.63823953824,24.76190476190476,13.74782608695652,23.514285714285712,24.714285714285715,26.57142857142857,13.956521739130435,28.0,1.3333333333333335,0.9047619047619051,0.10434782608695592,2.6000000000000014,-0.3333333333333335
Barcelona,2024-11-20,28.38095238095238,14.165217391304347,33.2,53.5,False,False,False,False,2024,11,20,2,47,Otoño,7943.428763824182,3309.832177363699,6998.675,19893.13823953824,25.666666666666664,13.852173913043478,24.400000000000002,23.738095238095237,27.476190476190474,14.060869565217391,30.6,1.0,0.9047619047619051,0.10434782608695592,2.6000000000000014,52.5
Barcelona,2024-11-23,29.285714285714285,14.269565217391305,35.8,50.0,False,False,False,False,2024,11,23,5,47,Otoño,7972.714478109896,3324.1017425810905,7034.475,19943.13823953824,26.571428571428573,13.956521739130435,28.942857142857143,22.928571428571427,28.38095238095238,14.165217391304347,33.2,53.5,0.9047619047619051,0.1043478260869577,2.5999999999999943,-3.5
Barcelona,2024-11-24,30.19047619047619,14.373913043478261,38.4,4.0,False,False,False,False,2024,11,24,6,47,Otoño,8002.904954300372,3338.475655624569,7072.875,19947.13823953824,27.476190476190474,14.060869565217391,31.285714285714285,16.214285714285715,29.285714285714285,14.269565217391305,35.8,50.0,0.9047619047619051,0.10434782608695592,2.6000000000000014,-46.0
Barcelona,2024-11-26,31.095238095238095,14.478260869565217,41.0,2.5,False,False,False,False,2024,11,26,1,48,Otoño,8034.000192395611,3352.953916494134,7113.875,19949.63823953824,28.38095238095238,14.165217391304349,34.142857142857146,16.285714285714285,30.19047619047619,14.373913043478261,38.4,4.0,0.9047619047619051,0.10434782608695592,2.6000000000000014,-1.5
Barcelona,2024-11-28,32.0,14.582608695652175,41.0,1.0,False,False,False,False,2024,11,28,3,48,Otoño,8066.000192395611,3367.536525189786,7154.875,19950.63823953824,29.285714285714285,14.269565217391305,35.42857142857143,16.190476190476193,31.095238095238095,14.478260869565217,41.0,2.5,0.9047619047619051,0.1043478260869577,0.0,-1.5
Barcelona,2024-11-30,30.5,14.68695652173913,41.0,17.333333333333332,False,False,False,False,2024,11,30,5,48,Otoño,8096.500192395611,3382.223481711525,7195.875,19967.971572871575,29.846938775510207,14.373913043478263,37.285714285714285,18.476190476190474,32.0,14.582608695652175,41.0,1.0,-1.5,0.10434782608695592,0.0,16.333333333333332
Barcelona,2024-12-02,29.0,14.791304347826088,45.0,6.0,False,False,False,False,2024,12,2,0,49,Invierno,8125.500192395611,3397.014786059351,7240.875,19973.971572871575,30.06462585034014,14.478260869565217,39.34285714285714,19.190476190476186,30.5,14.68695652173913,41.0,17.333333333333332,-1.5,0.1043478260869577,4.0,-11.333333333333332
Barcelona,2024-12-03,27.5,14.895652173913044,37.0,13.0,False,False,False,False,2024,12,3,1,49,Invierno,8153.000192395611,3411.9104382332644,7277.875,19986.971572871575,29.938775510204085,14.582608695652175,39.885714285714286,13.404761904761903,29.0,14.791304347826088,45.0,6.0,-1.5,0.10434782608695592,-8.0,7.0
Barcelona,2024-12-04,26.0,15.0,31.5,20.0,False,False,False,False,2024,12,4,2,49,Invierno,8179.000192395611,3426.9104382332644,7309.375,20006.971572871575,29.46938775510204,14.686956521739132,39.271428571428565,9.119047619047619,27.5,14.895652173913044,37.0,13.0,-1.5,0.10434782608695592,-5.5,7.0
Barcelona,2024-12-05,24.5,15.0,26.0,27.0,False,False,False,False,2024,12,5,3,49,Invierno,8203.50019239561,3441.9104382332644,7335.375,20033.971572871575,28.656462585034014,14.77639751552795,37.5,12.404761904761903,26.0,15.0,31.5,20.0,-1.5,0.0,-5.5,7.0
Barcelona,2024-12-07,23.0,15.0,8.0,34.0,False,False,False,False,2024,12,7,5,49,Invierno,8226.50019239561,3456.9104382332644,7343.375,20067.971572871575,27.5,14.850931677018634,32.785714285714285,16.904761904761905,24.5,15.0,26.0,27.0,-1.5,0.0,-18.0,7.0
Barcelona,2024-12-10,21.5,15.0,5.0,41.0,False,False,False,False,2024,12,10,1,50,Invierno,8248.00019239561,3471.9104382332644,7348.375,20108.971572871575,26.0,14.910559006211182,27.642857142857142,22.619047619047617,23.0,15.0,8.0,34.0,-1.5,0.0,-3.0,7.0
Barcelona,2024-12-24,15.8,15.0,24.0,78.0,False,False,False,False,2024,12,24,1,52,Invierno,8263.80019239561,3486.9104382332644,7372.375,20186.971572871575,23.9,14.95527950310559,25.214285714285715,31.285714285714285,21.5,15.0,5.0,41.0,-5.699999999999999,0.0,19.0,37.0
Barcelona,2024-12-30,15.8,15.0,24.0,7.0,False,False,False,False,2024,12,30,0,1,Invierno,8279.60019239561,3501.9104382332644,7396.375,20193.971572871575,22.014285714285712,14.985093167701864,22.214285714285715,31.428571428571427,15.8,15.0,24.0,78.0,0.0,0.0,0.0,-71.0
Barcelona,2024-12-31,15.8,15.0,24.0,1.0,False,False,False,False,2024,12,31,1,1,Invierno,8295.400192395611,3516.9104382332644,7420.375,20194.971572871575,20.342857142857145,15.0,20.357142857142858,29.714285714285715,15.8,15.0,24.0,7.0,0.0,0.0,0.0,-6.0
Bilbao,2022-01-03,15.0,5.0,26.0,76.0,False,False,False,False,2022,1,3,0,1,Invierno,15.0,5.0,26.0,76.0,15.0,5.0,26.0,76.0,,,,,,,,
Bilbao,2022-01-05,15.0,5.0,22.333333333333332,76.0,False,False,False,False,2022,1,5,2,1,Invierno,30.0,10.0,48.33333333333333,152.0,15.0,5.0,24.166666666666664,76.0,15.0,5.0,26.0,76.0,0.0,0.0,-3.666666666666668,0.0
Bilbao,2022-01-08,4.0,5.0,18.666666666666668,76.0,False,False,False,False,2022,1,8,5,1,Invierno,34.0,15.0,67.0,228.0,11.333333333333334,5.0,22.333333333333332,76.0,15.0,5.0,22.333333333333332,76.0,-11.0,0.0,-3.6666666666666643,0.0
Bilbao,2022-01-15,5.0,5.0,15.0,76.0,False,False,False,False,2022,1,15,5,2,Invierno,39.0,20.0,82.0,304.0,9.75,5.0,20.5,76.0,4.0,5.0,18.666666666666668,76.0,1.0,0.0,-3.666666666666668,0.0
Bilbao,2022-01-18,29.0,5.0,14.333333333333334,76.0,False,False,False,False,2022,1,18,1,3,Invierno,68.0,25.0,96.33333333333333,380.0,13.6,5.0,19.266666666666666,76.0,5.0,5.0,15.0,76.0,24.0,0.0,-0.6666666666666661,0.0
Bilbao,2022-01-22,12.0,5.0,13.666666666666666,76.0,False,False,False,False,2022,1,22,5,3,Invierno,80.0,30.0,110.0,456.0,13.333333333333334,5.0,18.333333333333332,76.0,29.0,5.0,14.333333333333334,76.0,-17.0,0.0,-0.6666666666666679,0.0
Bilbao,2022-01-28,21.5,5.0,13.0,76.0,False,False,False,False,2022,1,28,4,4,Invierno,101.5,35.0,123.0,532.0,14.5,5.0,17.571428571428573,76.0,12.0,5.0,13.666666666666666,76.0,9.5,0.0,-0.6666666666666661,0.0
Bilbao,2022-01-30,31.0,5.0,30.0,76.0,False,False,False,False,2022,1,30,6,4,Invierno,132.5,40.0,153.0,608.0,16.785714285714285,5.0,18.142857142857142,76.0,21.5,5.0,13.0,76.0,9.5,0.0,17.0,0.0
Bilbao,2022-01-31,5.0,5.0,47.0,76.0,False,False,False,False,2022,1,31,0,5,Invierno,137.5,45.0,200.0,684.0,15.357142857142858,5.0,21.666666666666668,76.0,31.0,5.0,30.0,76.0,-26.0,0.0,17.0,0.0
Bilbao,2022-02-26,26.25,14.6,38.0,72.0,False,False,False,False,2022,2,26,5,8,Invierno,163.75,59.6,238.0,756.0,18.535714285714285,6.371428571428572,24.428571428571427,75.42857142857143,5.0,5.0,47.0,76.0,21.25,9.6,-9.0,-4.0
Bilbao,2022-02-27,31.875,11.399999999999999,11.0,68.5,False,False,False,False,2022,2,27,6,8,Invierno,195.625,71.0,249.0,824.5,22.375,7.285714285714286,23.857142857142858,74.35714285714286,26.25,14.6,38.0,72.0,5.625,-3.200000000000001,-27.0,-3.5
Bilbao,2022-03-01,37.5,8.2,32.5,65.0,False,False,False,False,2022,3,1,1,9,Primavera,233.125,79.2,281.5,889.5,23.589285714285715,7.742857142857142,26.452380952380956,72.78571428571429,31.875,11.399999999999999,11.0,68.5,5.625,-3.1999999999999993,21.5,-3.5
Bilbao,2022-03-02,30.125,5.0,54.0,61.5,False,False,False,False,2022,3,2,2,9,Primavera,263.25,84.2,335.5,951.0,26.178571428571427,7.742857142857142,32.214285714285715,70.71428571428571,37.5,8.2,32.5,65.0,-7.375,-3.1999999999999993,21.5,-3.5
Bilbao,2022-03-15,16.0,4.428571428571429,12.0,74.6,False,False,False,False,2022,3,15,1,11,Primavera,279.25,88.62857142857143,347.5,1025.6,25.392857142857142,7.661224489795918,32.07142857142857,70.51428571428572,30.125,5.0,54.0,61.5,-14.125,-0.5714285714285712,-42.0,13.099999999999994
Bilbao,2022-03-18,24.0,4.285714285714286,20.5,77.4,False,False,False,False,2022,3,18,4,11,Primavera,303.25,92.91428571428571,368.0,1103.0,24.392857142857142,7.559183673469387,30.714285714285715,70.71428571428571,16.0,4.428571428571429,12.0,74.6,8.0,-0.14285714285714324,8.5,2.8000000000000114
Bilbao,2022-03-25,3.0,4.142857142857143,29.0,80.2,False,False,False,False,2022,3,25,4,12,Primavera,306.25,97.05714285714285,397.0,1183.2,24.107142857142858,7.436734693877551,28.142857142857142,71.31428571428572,24.0,4.285714285714286,20.5,77.4,-21.0,-0.14285714285714235,8.5,2.799999999999997
Bilbao,2022-03-29,13.5,4.0,6.0,83.0,False,False,False,False,2022,3,29,1,13,Primavera,319.75,101.05714285714285,403.0,1266.2,22.285714285714285,5.922448979591836,23.571428571428573,72.88571428571429,3.0,4.142857142857143,29.0,80.2,10.5,-0.14285714285714324,-23.0,2.799999999999997
Bilbao,2022-03-30,24.0,3.857142857142857,15.5,82.61111111111111,False,False,False,False,2022,3,30,2,13,Primavera,343.75,104.91428571428571,418.5,1348.8111111111111,21.160714285714285,4.844897959183673,24.214285714285715,74.9015873015873,13.5,4.0,6.0,83.0,10.5,-0.1428571428571428,9.5,-0.38888888888888573
Bilbao,2022-04-01,3.0,3.7142857142857144,25.0,82.22222222222223,False,False,False,False,2022,4,1,4,13,Primavera,346.75,108.62857142857143,443.5,1431.0333333333333,16.232142857142858,4.204081632653062,23.142857142857142,77.36190476190475,24.0,3.857142857142857,15.5,82.61111111111111,-21.0,-0.1428571428571428,9.5,-0.38888888888888573
Bilbao,2022-04-02,6.0,3.5714285714285716,17.5,81.83333333333333,False,False,False,False,2022,4,2,5,13,Primavera,352.75,112.2,461.0,1512.8666666666668,12.785714285714286,4.000000000000001,17.928571428571427,80.26666666666667,3.0,3.7142857142857144,25.0,82.22222222222223,3.0,-0.1428571428571428,-7.5,-0.38888888888889994
Bilbao,2022-04-07,8.666666666666666,3.428571428571429,10.0,81.44444444444444,False,False,False,False,2022,4,7,3,14,Primavera,361.4166666666667,115.62857142857143,471.0,1594.3111111111111,11.738095238095239,3.857142857142857,17.642857142857142,81.24444444444444,6.0,3.5714285714285716,17.5,81.83333333333333,2.666666666666666,-0.1428571428571428,-7.5,-0.38888888888888573
Bilbao,2022-04-08,11.333333333333332,3.2857142857142856,7.0,81.05555555555556,False,False,False,False,2022,4,8,4,14,Primavera,372.75,118.91428571428571,478.0,1675.3666666666668,9.928571428571429,3.7142857142857144,15.714285714285714,81.76666666666667,8.666666666666666,3.428571428571429,10.0,81.44444444444444,2.666666666666666,-0.14285714285714324,-3.0,-0.38888888888888573
Bilbao,2022-04-09,14.0,3.1428571428571432,11.0,80.66666666666667,False,False,False,False,2022,4,9,5,14,Primavera,386.75,122.05714285714285,489.0,1756.0333333333333,11.5,3.5714285714285716,13.142857142857142,81.83333333333334,11.333333333333332,3.2857142857142856,7.0,81.05555555555556,2.666666666666668,-0.14285714285714235,4.0,-0.38888888888888573
Bilbao,2022-04-12,12.75,3.0,15.0,80.27777777777777,False,False,False,False,2022,4,12,1,15,Primavera,399.5,125.05714285714285,504.0,1836.3111111111111,11.392857142857142,3.4285714285714284,14.428571428571429,81.44444444444444,14.0,3.1428571428571432,11.0,80.66666666666667,-1.25,-0.14285714285714324,4.0,-0.38888888888889994
Bilbao,2022-04-15,11.5,8.333333333333332,19.0,79.88888888888889,False,False,False,False,2022,4,15,4,15,Primavera,411.0,133.3904761904762,523.0,1916.2,9.607142857142858,4.068027210884354,14.928571428571429,81.05555555555556,12.75,3.0,15.0,80.27777777777777,-1.25,5.333333333333332,4.0,-0.38888888888888573
Bilbao,2022-04-16,10.25,13.666666666666666,28.0,79.5,False,False,False,False,2022,4,16,5,15,Primavera,421.25,147.05714285714285,551.0,1995.7,10.642857142857142,5.4897959183673475,15.357142857142858,80.66666666666666,11.5,8.333333333333332,19.0,79.88888888888889,-1.25,5.333333333333334,9.0,-0.38888888888888573
Bilbao,2022-04-18,9.0,19.0,25.666666666666668,79.11111111111111,False,False,False,False,2022,4,18,0,16,Primavera,430.25,166.05714285714285,576.6666666666666,2074.811111111111,11.071428571428571,7.6938775510204085,16.523809523809526,80.27777777777779,10.25,13.666666666666666,28.0,79.5,-1.25,5.333333333333334,-2.333333333333332,-0.38888888888888573
Bilbao,2022-04-19,7.0,20.5,23.333333333333332,78.72222222222223,False,False,False,False,2022,4,19,1,16,Primavera,437.25,186.55714285714285,600.0,2153.5333333333333,10.833333333333332,10.13265306122449,18.428571428571427,79.88888888888889,9.0,19.0,25.666666666666668,79.11111111111111,-2.0,1.5,-2.3333333333333357,-0.38888888888888573
Bilbao,2022-04-30,31.0,19.666666666666668,24.0,76.77777777777777,False,False,False,False,2022,4,30,5,17,Primavera,468.25,206.22380952380954,624.0,2230.311111111111,13.642857142857142,12.47278911564626,20.857142857142858,79.27777777777779,7.0,20.5,23.333333333333332,78.72222222222223,24.0,-0.8333333333333321,0.6666666666666679,-1.944444444444457
Bilbao,2022-05-02,27.666666666666668,17.0,24.0,76.38888888888889,False,False,False,False,2022,5,2,0,18,Primavera,495.9166666666667,223.22380952380954,648.0,2306.7,15.595238095238097,14.452380952380953,22.714285714285715,78.66666666666666,31.0,19.666666666666668,24.0,76.77777777777777,-3.333333333333332,-2.666666666666668,0.0,-0.38888888888888573
Bilbao,2022-05-06,24.333333333333332,12.75,24.0,76.0,False,False,False,False,2022,5,6,4,18,Primavera,520.25,235.97380952380954,672.0,2382.7,17.25,15.845238095238097,24.0,78.05555555555556,27.666666666666668,17.0,24.0,76.38888888888889,-3.3333333333333357,-4.25,0.0,-0.38888888888888573
Bilbao,2022-05-07,21.0,8.5,24.0,88.5,False,False,False,False,2022,5,7,5,18,Primavera,541.25,244.47380952380954,696.0,2471.2,18.607142857142858,15.86904761904762,24.714285714285715,79.28571428571429,24.333333333333332,12.75,24.0,76.0,-3.333333333333332,-4.25,0.0,12.5
Bilbao,2022-05-09,17.666666666666664,4.25,24.0,101.0,False,False,False,False,2022,5,9,0,19,Primavera,558.9166666666666,248.72380952380954,720.0,2572.2,19.666666666666664,14.523809523809524,24.142857142857142,82.35714285714286,21.0,8.5,24.0,88.5,-3.3333333333333357,-4.25,0.0,12.5
Bilbao,2022-05-11,14.333333333333332,0.0,24.0,98.80952380952381,False,False,False,False,2022,5,11,2,19,Primavera,573.25,248.72380952380954,744.0,2671.0095238095237,20.428571428571427,11.80952380952381,23.904761904761905,85.17120181405895,17.666666666666664,4.25,24.0,101.0,-3.333333333333332,-4.25,0.0,-2.19047619047619
Bilbao,2022-05-14,11.0,5.0,24.0,96.61904761904762,False,False,False,False,2022,5,14,5,19,Primavera,584.25,253.72380952380954,768.0,2767.6285714285714,21.0,9.595238095238097,24.0,87.72789115646258,14.333333333333332,0.0,24.0,98.80952380952381,-3.333333333333332,5.0,0.0,-2.19047619047619
Bilbao,2022-05-18,14.0,4.75,24.0,94.42857142857143,False,False,False,False,2022,5,18,2,20,Primavera,598.25,258.4738095238095,792.0,2862.057142857143,18.571428571428573,7.464285714285714,24.0,90.24943310657595,11.0,5.0,24.0,96.61904761904762,3.0,-0.25,0.0,-2.19047619047619
Bilbao,2022-05-20,10.0,4.5,24.0,92.23809523809524,False,False,False,False,2022,5,20,4,20,Primavera,608.25,262.9738095238095,816.0,2954.295238095238,16.047619047619047,5.678571428571429,24.0,92.51360544217687,14.0,4.75,24.0,94.42857142857143,-4.0,-0.25,0.0,-2.19047619047619
Bilbao,2022-05-23,6.0,4.25,22.6,90.04761904761905,False,False,False,False,2022,5,23,0,21,Primavera,614.25,267.2238095238095,838.6,3044.342857142857,13.428571428571429,4.464285714285714,23.8,94.5204081632653,10.0,4.5,24.0,92.23809523809524,-4.0,-0.25,-1.3999999999999986,-2.19047619047619
Bilbao,2022-05-24,11.333333333333332,4.0,21.2,87.85714285714286,False,False,False,False,2022,5,24,1,21,Primavera,625.5833333333334,271.2238095238095,859.8,3132.2,12.047619047619047,3.8214285714285716,23.400000000000002,94.42857142857143,6.0,4.25,22.6,90.04761904761905,5.333333333333332,-0.25,-1.4000000000000021,-2.19047619047619
Bilbao,2022-05-27,16.666666666666664,4.0,19.8,85.66666666666666,False,False,False,False,2022,5,27,4,21,Primavera,642.25,275.2238095238095,879.6,3217.866666666667,11.904761904761902,3.7857142857142856,22.8,92.23809523809523,11.333333333333332,4.0,21.2,87.85714285714286,5.333333333333332,0.0,-1.3999999999999986,-2.190476190476204
Bilbao,2022-06-01,22.0,3.3333333333333335,18.4,83.47619047619048,False,False,False,False,2022,6,1,2,22,Verano,664.25,278.5571428571429,898.0,3301.342857142857,13.0,4.261904761904762,22.0,90.04761904761905,16.666666666666664,4.0,19.8,85.66666666666666,5.333333333333336,-0.6666666666666665,-1.4000000000000021,-2.1904761904761756
Bilbao,2022-06-03,21.5,2.666666666666667,17.0,81.28571428571428,False,False,False,False,2022,6,3,4,22,Verano,685.75,281.2238095238095,915.0,3382.6285714285714,14.5,3.9285714285714284,21.0,87.85714285714286,22.0,3.3333333333333335,18.4,83.47619047619048,-0.5,-0.6666666666666665,-1.3999999999999986,-2.190476190476204
Bilbao,2022-06-07,21.0,2.0,8.0,79.0952380952381,False,False,False,False,2022,6,7,1,23,Verano,706.75,283.2238095238095,923.0,3461.7238095238095,15.5,3.5357142857142856,18.714285714285715,85.66666666666667,21.5,2.666666666666667,17.0,81.28571428571428,-0.5,-0.666666666666667,-9.0,-2.1904761904761756
Bilbao,2022-06-08,20.5,3.4444444444444446,8.0,76.9047619047619,False,False,False,False,2022,6,8,2,23,Verano,727.25,286.66825396825396,931.0,3538.6285714285714,17.0,3.3849206349206353,16.428571428571427,83.47619047619047,21.0,2.0,8.0,79.0952380952381,-0.5,1.4444444444444446,0.0,-2.190476190476204
Bilbao,2022-06-10,14.25,4.888888888888889,8.0,74.71428571428571,False,False,False,False,2022,6,10,4,23,Verano,741.5,291.5571428571429,939.0,3613.342857142857,18.178571428571427,3.4761904761904767,14.342857142857143,81.28571428571429,20.5,3.4444444444444446,8.0,76.9047619047619,-6.25,1.4444444444444446,0.0,-2.19047619047619
Bilbao,2022-06-11,8.0,6.333333333333333,9.0,72.52380952380952,False,False,False,False,2022,6,11,5,23,Verano,749.5,297.8904761904762,948.0,3685.866666666667,17.702380952380953,3.8095238095238098,12.6,79.09523809523809,14.25,4.888888888888889,8.0,74.71428571428571,-6.25,1.4444444444444438,1.0,-2.19047619047619
Bilbao,2022-06-14,30.0,7.777777777777778,10.0,70.33333333333333,False,False,False,False,2022,6,14,1,24,Verano,779.5,305.66825396825396,958.0,3756.2,19.607142857142858,4.349206349206349,11.200000000000001,76.9047619047619,8.0,6.333333333333333,9.0,72.52380952380952,22.0,1.4444444444444446,1.0,-2.19047619047619
Bilbao,2022-06-26,46.5,13.555555555555555,12.0,61.57142857142857,False,False,False,False,2022,6,26,6,25,Verano,826.0,319.2238095238095,970.0,3817.7714285714287,23.107142857142858,5.80952380952381,10.285714285714286,73.77551020408164,30.0,7.777777777777778,10.0,70.33333333333333,16.5,5.777777777777778,2.0,-8.76190476190476
Bilbao,2022-06-28,42.0,15.0,11.0,59.38095238095238,False,False,False,False,2022,6,28,1,26,Verano,868.0,334.2238095238095,981.0,3877.152380952381,26.035714285714285,7.571428571428571,9.428571428571429,70.64625850340136,46.5,13.555555555555555,12.0,61.57142857142857,-4.5,1.4444444444444446,-1.0,-2.19047619047619
Bilbao,2022-06-29,37.5,10.0,10.0,57.19047619047619,False,False,False,False,2022,6,29,2,26,Verano,905.5,344.2238095238095,991.0,3934.342857142857,28.392857142857142,8.714285714285714,9.714285714285714,67.51700680272108,42.0,15.0,11.0,59.38095238095238,-4.5,-5.0,-1.0,-2.19047619047619
Bilbao,2022-06-30,33.0,8.0,9.0,55.0,False,False,False,False,2022,6,30,3,26,Verano,938.5,352.2238095238095,1000.0,3989.342857142857,30.178571428571427,9.365079365079366,9.857142857142858,64.38775510204081,37.5,10.0,10.0,57.19047619047619,-4.5,-2.0,-1.0,-2.19047619047619
Bilbao,2022-07-01,28.5,6.0,8.0,68.5,False,False,False,False,2022,7,1,4,26,Verano,967.0,358.2238095238095,1008.0,4057.842857142857,32.214285714285715,9.523809523809524,9.857142857142858,63.5,33.0,8.0,9.0,55.0,-4.5,-2.0,-1.0,13.5
Bilbao,2022-07-06,24.0,5.8,7.0,82.0,False,False,False,False,2022,7,6,2,27,Verano,991.0,364.0238095238095,1015.0,4139.842857142857,34.5,9.447619047619046,9.571428571428571,64.85374149659864,28.5,6.0,8.0,68.5,-4.5,-0.20000000000000018,-1.0,13.5
Bilbao,2022-07-08,36.0,5.6,6.0,74.77777777777777,False,False,False,False,2022,7,8,4,27,Verano,1027.0,369.62380952380954,1021.0,4214.620634920635,35.357142857142854,9.136507936507936,9.0,65.48866213151928,24.0,5.8,7.0,82.0,12.0,-0.20000000000000018,-1.0,-7.2222222222222285
Bilbao,2022-07-14,48.0,5.4,14.75,67.55555555555556,False,False,False,False,2022,7,14,3,28,Verano,1075.0,375.0238095238095,1035.75,4282.176190476191,35.57142857142857,7.971428571428572,9.392857142857142,66.343537414966,36.0,5.6,6.0,74.77777777777777,12.0,-0.1999999999999993,8.75,-7.222222222222214
Bilbao,2022-07-17,40.0,5.2,23.5,60.33333333333333,False,False,False,False,2022,7,17,6,28,Verano,1115.0,380.2238095238095,1059.25,4342.509523809524,35.285714285714285,6.571428571428571,11.178571428571429,66.47959183673468,48.0,5.4,14.75,67.55555555555556,-8.0,-0.20000000000000018,8.75,-7.2222222222222285
Bilbao,2022-07-19,28.5,5.0,14.25,53.111111111111114,False,False,False,False,2022,7,19,1,29,Verano,1143.5,385.2238095238095,1073.5,4395.620634920635,34.0,5.857142857142857,11.785714285714286,65.89682539682539,40.0,5.2,23.5,60.33333333333333,-11.5,-0.20000000000000018,-9.25,-7.222222222222214
Bilbao,2022-07-20,17.0,11.0,5.0,45.888888888888886,False,False,False,False,2022,7,20,2,29,Verano,1160.5,396.2238095238095,1078.5,4441.509523809524,31.714285714285715,6.285714285714286,11.214285714285714,64.59523809523809,28.5,5.0,14.25,53.111111111111114,-11.5,6.0,-9.25,-7.2222222222222285
Bilbao,2022-07-26,12.5,17.0,10.25,38.666666666666664,False,False,False,False,2022,7,26,1,30,Verano,1173.0,413.2238095238095,1088.75,4480.176190476191,29.428571428571427,7.857142857142857,11.535714285714286,60.33333333333333,17.0,11.0,5.0,45.888888888888886,-4.5,6.0,5.25,-7.222222222222221
Bilbao,2022-07-30,8.0,15.0,15.5,31.444444444444443,False,False,False,False,2022,7,30,5,30,Verano,1181.0,428.2238095238095,1104.25,4511.620634920635,27.142857142857142,9.171428571428573,12.75,53.11111111111111,12.5,17.0,10.25,38.666666666666664,-4.5,-2.0,5.25,-7.222222222222221
Bilbao,2022-07-31,5.0,13.0,20.75,24.22222222222222,False,False,False,False,2022,7,31,6,30,Verano,1186.0,441.2238095238095,1125.0,4535.842857142857,22.714285714285715,10.228571428571428,14.857142857142858,45.88888888888889,8.0,15.0,15.5,31.444444444444443,-3.0,-2.0,5.25,-7.222222222222221
Bilbao,2022-08-01,10.875,11.0,26.0,17.0,False,False,False,False,2022,8,1,0,31,Verano,1196.875,452.2238095238095,1151.0,4552.842857142857,17.410714285714285,11.028571428571428,16.464285714285715,38.666666666666664,5.0,13.0,20.75,24.22222222222222,5.875,-2.0,5.25,-7.222222222222221
Bilbao,2022-08-02,16.75,9.0,22.4,31.5,False,False,False,False,2022,8,2,1,31,Verano,1213.625,461.2238095238095,1173.4,4584.342857142857,14.089285714285714,11.571428571428571,16.307142857142857,34.547619047619044,10.875,11.0,26.0,17.0,5.875,-2.0,-3.6000000000000014,14.5
Bilbao,2022-08-04,22.625,7.666666666666667,18.8,46.0,False,False,False,False,2022,8,4,3,31,Verano,1236.25,468.8904761904762,1192.2,4630.342857142857,13.25,11.952380952380953,16.95714285714286,33.53174603174603,16.75,9.0,22.4,31.5,5.875,-1.333333333333333,-3.599999999999998,14.5
